idno,cntry,dweight,pspwght,pweight,anweight,left_right,gender_ineq,anti_lgbt,eurosceptic,anti_immigration,anti_egalitarian,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_interventionism,anti_benefits_lowinc,anti_benefits_parents,anti_edu_spending,anti_basic_income,anti_climate_tax,anti_climate_renew,anti_climate_ban,climate_skeptic,authoritarian,anti_libertarian
3153,BE,1.000181,0.9934792,0.53169733,0.52823025,0.7,0.0,0.5,0.7,0.3333333333333333,0.4166666666666667,0.5,0.5,0.3333333333333333,0.20000000000000004,0.75,0.5,0.75,0.5,0.25,0.5,0.5,0.25,0.76,0.24
3155,BE,1.000181,0.98809004,0.53169733,0.5253648,0.7,0.0,0.5,0.3,0.6666666666666666,0.5,0.5,0.75,0.3333333333333333,0.23333333333333336,0.75,0.5,0.5,0.5,0.5,0.0,0.25,0.25,0.8,0.32
3156,BE,1.000181,1.1235148,0.53169733,0.5973698,0.6,0.0,0.4166666666666667,0.7,0.6666666666666666,0.4166666666666667,0.5,0.5,0.3333333333333333,0.2333333333333333,0.75,0.5,0.75,0.5,0.5,0.0,0.0,0.25,0.8,0.31999999999999995
3159,BE,1.0006391,0.8726931,0.53169733,0.4640086,0.5,0.25,0.5,0.8,0.3333333333333333,0.5833333333333334,0.625,0.375,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0.68,0.4
3163,BE,1.0006391,0.8360169,0.53169733,0.44450796,0.7,0.0,0.3333333333333333,0.6,0.3333333333333333,0.5,0.5,0.375,0.3333333333333333,0.4666666666666666,0.75,0.75,0.5,0.75,0.5,0.5,0.25,0.25,0.8,0.48
3166,BE,0.999451,1.3165871,0.53169733,0.70002586,0.4,0.0,0.3333333333333333,,0.0,0.4166666666666667,0.625,0.5,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.32,0.12000000000000002
3167,BE,0.999451,1.1201994,0.53169733,0.59560704,0.7,0.25,0.5,,0.4444444444444444,0.4166666666666667,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.5999999999999999,0.68
3168,BE,1.0006391,0.94001955,0.53169733,0.4998059,0.2,0.0,0.6666666666666666,0.6,0.3333333333333333,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3,1.0,0.5,0.5,0.5,1.0,0.25,0.25,0.5,0.9199999999999999,0.27999999999999997
3169,BE,0.9845164,0.8114994,0.53169733,0.43147206,0.3,0.0,0.4166666666666667,0.5,0.0,0.3333333333333333,0.5,0.625,0.6666666666666666,0.20000000000000004,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.52,0.08
3170,BE,1.0002475,0.82446605,0.53169733,0.4383664,0.9,0.25,0.5833333333333334,0.3,0.6666666666666666,0.4166666666666667,0.5,0.375,0.3333333333333333,0.3333333333333333,0.75,1.0,0.75,0.25,0.5,0.25,0.75,0.5,0.64,0.31999999999999995
3173,BE,1.0010208,1.3159994,0.53169733,0.69971335,0.0,1.0,0.3333333333333333,0.1,0.8888888888888888,0.3333333333333333,0.625,0.5,,0.3333333333333333,0.5,0.75,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.24
3174,BE,1.0010208,0.8363356,0.53169733,0.4446774,0.5,0.0,0.4166666666666667,0.7,0.4444444444444444,0.5833333333333334,0.875,0.75,0.0,0.3,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.6,0.44000000000000006
3176,BE,0.9994434,1.0072186,0.53169733,0.53553545,0.3,0.0,0.3333333333333333,0.7,0.0,0.4166666666666667,0.25,0.75,0.3333333333333333,0.16666666666666666,0.5,0.5,0.5,0.5,0.0,0.0,0.25,0.5,0.24000000000000005,0.32
3179,BE,1.0014831,1.4672363,0.53169733,0.7801256,0.4,0.0,0.3333333333333333,0.6,0.0,0.4166666666666667,0.5,0.75,0.0,0.20000000000000004,0.75,0.75,0.75,0.25,0.75,0.0,0.0,0.25,0.8400000000000001,0.08
3181,BE,1.0014831,1.3163325,0.53169733,0.69989043,0.5,0.0,0.3333333333333333,0.0,0.4444444444444444,0.3333333333333333,0.5,0.625,0.6666666666666666,0.0,0.75,0.5,0.75,0.5,0.75,0.0,0.5,0.25,0.68,0.24
3186,BE,1.0007415,1.3182868,0.53169733,0.7009296,0.7,0.0,0.3333333333333333,0.2,0.3333333333333333,0.5833333333333334,0.5,0.5,0.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.56,0.36
3187,BE,1.0010208,0.76525384,0.53169733,0.40688342,0.6,0.25,0.5,0.7,0.0,0.5833333333333334,0.5,0.25,0.3333333333333333,0.5,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.5599999999999999,0.4800000000000001
3189,BE,0.9958832,1.2181233,0.53169733,0.6476729,,0.5,0.6666666666666666,0.6,0.6666666666666666,0.4166666666666667,0.5,0.5,1.0,0.2333333333333333,0.5,0.5,0.5,0.5,1.0,0.25,0.25,0.5,0.8800000000000001,0.4
3190,BE,0.9995809,1.0845524,0.53169733,0.5766536,0.3,0.25,0.4166666666666667,0.8,0.6666666666666666,0.4166666666666667,0.5,0.625,1.0,0.26666666666666666,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.8,0.27999999999999997
3194,BE,0.9995809,0.88434535,0.53169733,0.47020406,0.5,0.0,0.3333333333333333,0.6,0.0,0.4166666666666667,0.5,0.875,0.3333333333333333,0.3666666666666667,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.56,0.31999999999999995
3197,BE,0.9995809,0.9625225,0.53169733,0.51177067,0.2,0.0,0.3333333333333333,1.0,0.5555555555555555,0.5,0.375,0.75,0.3333333333333333,0.13333333333333333,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.52,0.2
3198,BE,0.9958832,0.7257277,0.53169733,0.38586748,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.19999999999999998,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.25,0.8,0.4800000000000001
3199,BE,0.9995809,0.9091644,0.53169733,0.48340032,0.4,0.25,0.6666666666666666,0.5,0.0,0.5833333333333334,0.5,0.75,1.0,0.39999999999999997,0.75,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.4,0.36
3200,BE,0.9958832,1.0914166,0.53169733,0.5803033,0.5,0.25,0.4166666666666667,0.7,0.6666666666666666,0.4166666666666667,0.875,0.625,0.3333333333333333,0.10000000000000002,0.5,0.5,0.5,0.5,0.0,0.75,0.75,0.25,0.5599999999999999,0.56
3201,BE,1.0007553,1.1827183,0.53169733,0.62884814,0.5,0.5,0.6666666666666666,0.3,0.3333333333333333,0.5,0.5,0.375,0.3333333333333333,0.3,0.5,0.5,0.75,0.5,0.75,0.25,0.5,1.0,0.6000000000000001,0.32
3202,BE,1.0026528,0.89607537,0.53169733,0.47644088,,0.0,0.5,0.4,0.3333333333333333,0.4166666666666667,0.5,0.25,1.0,0.3666666666666667,0.75,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.64,0.2
3203,BE,0.9995809,1.2226456,0.53169733,0.6500774,,0.25,0.4166666666666667,0.0,0.8888888888888888,0.4166666666666667,0.5,1.0,0.3333333333333333,0.26666666666666666,0.5,0.5,0.5,0.25,0.0,0.0,0.5,0.0,0.72,0.31999999999999995
1,CH,1.0,0.8997774,0.46493992,0.41834244,0.8,0.5,0.6666666666666666,0.2,0.5555555555555555,0.3333333333333333,0.375,0.25,0.3333333333333333,0.3666666666666667,0.5,0.5,0.75,0.5,0.5,0.0,0.25,0.25,0.76,0.32
3,CH,1.0,1.1027962,0.46493992,0.512734,0.5,1.0,0.5,0.7,,,0.5,0.375,0.3333333333333333,0.6,0.5,0.75,0.5,0.25,0.75,0.25,0.25,0.25,0.27999999999999997,0.36
5,CH,1.0,1.0223814,0.46493992,0.47534594,0.6,0.0,0.5833333333333334,0.5,0.1111111111111111,0.5833333333333334,0.5,0.625,0.3333333333333333,0.43333333333333335,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.25,0.27999999999999997,0.16
6,CH,1.0,1.0909243,0.46493992,0.50721425,0.9,0.25,0.4166666666666667,0.2,0.5555555555555555,0.5,0.5,0.5,0.0,0.43333333333333335,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.5599999999999999,0.32
9,CH,1.0,1.0322536,0.46493992,0.4799359,0.4,0.25,0.4166666666666667,0.2,0.5555555555555555,0.3333333333333333,0.5,0.75,0.0,0.13333333333333333,0.25,0.5,0.75,0.25,0.25,0.75,0.25,0.5,0.9199999999999999,0.12
14,CH,1.0,0.89009076,0.46493992,0.41383874,0.5,0.25,0.4166666666666667,0.5,0.0,0.3333333333333333,0.5,,0.3333333333333333,0.2333333333333333,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.6799999999999999,0.2
21,CH,1.0,0.89009076,0.46493992,0.41383874,0.5,0.25,0.4166666666666667,0.0,1.0,0.16666666666666666,0.375,0.375,1.0,0.3,0.5,0.75,0.75,0.5,0.5,0.25,0.0,0.25,0.7999999999999999,0.24
24,CH,1.0,1.1404665,0.46493992,0.5302484,0.3,0.0,0.4166666666666667,0.7,0.6666666666666666,0.5,0.5,0.75,0.3333333333333333,0.3333333333333333,0.75,0.75,0.5,0.25,0.25,0.25,0.75,0.5,0.44000000000000006,0.43999999999999995
27,CH,1.0,1.1027962,0.46493992,0.512734,0.8,0.0,0.75,0.5,0.5555555555555555,0.3333333333333333,0.125,0.5,0.0,0.26666666666666666,0.5,1.0,0.75,0.0,0.75,0.0,0.25,0.5,0.64,0.24000000000000005
28,CH,1.0,1.1601164,0.46493992,0.5393844,0.4,0.25,0.5833333333333334,0.4,0.6666666666666666,0.4166666666666667,0.5,0.25,0.0,0.13333333333333333,1.0,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.68,0.27999999999999997
33,CH,1.0,0.89009076,0.46493992,0.41383874,0.2,0.0,0.3333333333333333,0.8,0.0,0.5833333333333334,0.5,0.75,0.6666666666666666,0.2333333333333333,0.75,0.5,0.75,0.0,0.25,0.0,0.0,0.25,0.31999999999999995,0.2
39,CH,1.0,1.0013424,0.46493992,0.46556407,0.6,0.0,0.5833333333333334,0.3,0.3333333333333333,0.4166666666666667,0.375,0.75,0.3333333333333333,0.13333333333333333,1.0,0.25,0.75,0.0,0.75,0.0,0.5,0.0,0.44000000000000006,0.27999999999999997
43,CH,1.0,1.1476266,0.46493992,0.53357744,0.0,0.0,0.3333333333333333,,0.0,0.25,0.375,1.0,1.0,0.06666666666666667,0.75,0.25,0.5,0.75,0.25,0.0,1.0,0.25,0.2,0.08
45,CH,1.0,1.0322536,0.46493992,0.4799359,0.5,0.25,0.5833333333333334,0.7,0.4444444444444444,0.4166666666666667,0.5,0.5,0.3333333333333333,0.2333333333333333,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.8800000000000001,0.04
54,CH,1.0,1.0034146,0.46493992,0.46652752,0.6,0.25,0.5833333333333334,0.2,0.4444444444444444,0.3333333333333333,0.625,0.625,0.0,0.5333333333333333,0.25,0.75,0.75,0.25,0.75,0.25,1.0,0.5,0.64,0.4
55,CH,1.0,0.99380004,0.46493992,0.46205732,1.0,0.75,0.5,0.2,0.5555555555555555,0.5833333333333334,0.625,,0.3333333333333333,0.26666666666666666,0.5,0.75,0.75,0.25,,0.25,0.25,0.5,0.8,0.27999999999999997
61,CH,1.0,1.0909243,0.46493992,0.50721425,0.3,0.5,0.4166666666666667,0.4,0.6666666666666666,0.5833333333333334,0.625,0.25,1.0,0.43333333333333335,,0.75,0.5,,0.5,0.5,0.0,0.25,0.72,0.4800000000000001
63,CH,1.0,1.1027962,0.46493992,0.512734,0.6,0.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.5,0.25,0.3333333333333333,0.26666666666666666,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.8400000000000001,0.24
68,CH,1.0,0.8997774,0.46493992,0.41834244,0.5,0.25,0.5833333333333334,0.4,0.3333333333333333,0.3333333333333333,0.5,0.625,0.6666666666666666,0.3,0.5,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.52,0.36
73,CH,1.0,0.8997774,0.46493992,0.41834244,0.2,0.0,0.3333333333333333,0.6,0.0,0.4166666666666667,0.5,0.625,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.76,0.04
78,CH,1.0,1.1404665,0.46493992,0.5302484,0.3,0.0,0.3333333333333333,0.3,0.0,0.4166666666666667,0.5,0.625,0.3333333333333333,0.3666666666666667,1.0,0.5,0.5,0.0,0.75,0.0,1.0,0.25,0.2,0.08
81,CH,1.0,1.0322536,0.46493992,0.4799359,0.0,0.5,0.16666666666666666,0.9,0.6666666666666666,0.5,0.375,,,0.20000000000000004,0.75,0.75,0.75,0.5,0.75,0.75,0.25,0.25,0.2,0.4
85,CH,1.0,0.959826,0.46493992,0.44626144,0.3,0.0,0.25,0.8,,0.5,0.5,0.75,0.6666666666666666,0.26666666666666666,0.75,0.5,0.5,0.25,0.25,0.0,0.25,0.25,0.43999999999999995,0.28
86,CH,1.0,1.0034146,0.46493992,0.46652752,0.3,0.0,0.5,0.4,0.1111111111111111,0.3333333333333333,0.25,,0.3333333333333333,0.4666666666666666,0.75,0.75,1.0,0.25,0.5,0.25,0.25,0.25,0.6000000000000001,0.16
88,CH,1.0,0.959826,0.46493992,0.44626144,0.8,0.75,0.5833333333333334,0.5,0.2222222222222222,0.5,0.625,0.25,0.3333333333333333,0.20000000000000004,0.75,0.5,0.5,0.25,0.25,0.25,0.0,0.25,0.72,0.36
92,CH,1.0,0.8997774,0.46493992,0.41834244,0.2,0.0,0.3333333333333333,1.0,0.3333333333333333,0.4166666666666667,0.5,0.125,0.6666666666666666,0.2333333333333333,0.75,0.25,0.5,0.5,0.0,0.0,0.0,0.5,0.27999999999999997,0.4800000000000001
96,CH,1.0,0.9878304,0.46493992,0.4592818,0.0,0.5,0.6666666666666666,0.0,0.4444444444444444,0.3333333333333333,0.5,0.625,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.5,1.0,0.0,0.0,0.25,0.8,0.36
98,CH,1.0,1.0909243,0.46493992,0.50721425,0.5,0.0,0.5,0.3,0.5555555555555555,0.3333333333333333,0.375,0.5,,0.6666666666666666,0.5,0.5,0.25,0.25,0.25,0.0,0.0,0.25,0.6,0.36
103,CH,1.0,1.1528782,0.46493992,0.5360191,0.4,0.25,0.4166666666666667,0.7,0.3333333333333333,0.25,0.25,0.625,0.3333333333333333,0.20000000000000004,0.5,0.75,0.75,0.25,0.75,0.25,0.25,0.5,0.56,0.36
105,CH,1.0,0.89009076,0.46493992,0.41383874,0.0,0.0,0.4166666666666667,0.5,0.0,0.3333333333333333,0.5,1.0,1.0,0.03333333333333333,1.0,0.5,0.75,0.5,0.0,0.0,0.0,0.25,0.64,0.4
108,CH,1.0,0.8660119,0.46493992,0.4026435,0.4,0.75,0.5,0.4,0.2222222222222222,0.5833333333333334,0.25,0.5,1.0,0.39999999999999997,0.5,0.5,0.5,0.5,1.0,0.25,1.0,0.5,0.6,0.2
109,CH,1.0,0.959826,0.46493992,0.44626144,0.5,0.25,0.5833333333333334,0.5,0.0,0.5833333333333334,0.375,0.625,0.6666666666666666,0.26666666666666666,0.75,0.75,0.75,0.0,0.25,0.25,0.0,0.25,0.6,0.4
110,CH,1.0,0.9310836,0.46493992,0.43289796,0.7,0.0,0.6666666666666666,0.4,0.7777777777777777,0.8333333333333334,0.5,0.25,0.0,0.3,0.75,1.0,0.5,0.0,0.75,0.25,0.75,0.5,0.8400000000000001,0.27999999999999997
112,CH,1.0,0.959826,0.46493992,0.44626144,0.5,0.0,0.4166666666666667,0.9,0.2222222222222222,0.5,0.125,0.5,0.3333333333333333,0.3666666666666667,1.0,0.25,0.25,0.0,0.75,0.0,0.0,0.5,0.64,0.16
116,CH,1.0,0.959826,0.46493992,0.44626144,0.5,1.0,0.3333333333333333,0.0,0.7777777777777777,0.4166666666666667,0.75,,0.0,0.6666666666666666,0.75,0.75,0.5,0.0,1.0,0.25,0.0,,0.8,0.4800000000000001
123,CH,1.0,0.89952046,0.46493992,0.41822296,1.0,0.5,0.3333333333333333,0.2,0.6666666666666666,0.5,0.375,0.5,0.0,0.5666666666666667,0.5,0.75,0.5,0.0,1.0,0.25,0.25,0.5,0.6,0.24000000000000005
127,CH,1.0,0.7596765,0.46493992,0.35320395,1.0,0.25,0.4166666666666667,0.3,0.3333333333333333,0.5833333333333334,0.5,0.25,0.3333333333333333,0.39999999999999997,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.4,0.16
129,CH,1.0,1.1404665,0.46493992,0.5302484,0.5,0.0,0.6666666666666666,0.3,0.3333333333333333,0.5833333333333334,0.625,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.25,0.5,0.0,0.0,0.25,0.8799999999999999,0.28
131,CH,1.0,1.0909243,0.46493992,0.50721425,0.5,0.0,0.5833333333333334,0.5,0.3333333333333333,0.5833333333333334,0.5,0.5,0.3333333333333333,0.3,0.75,0.75,0.5,0.25,0.25,0.0,0.75,0.25,0.8,0.36
134,CH,1.0,1.0909243,0.46493992,0.50721425,0.3,0.25,0.4166666666666667,0.3,0.0,0.5833333333333334,0.375,0.75,0.3333333333333333,0.39999999999999997,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.25,0.43999999999999995,0.24
135,CH,1.0,1.1732439,0.46493992,0.54548794,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.5,1.0,1.0,0.0,0.75,,,0.75,0.0,0.0,0.0,0.25,0.6,0.27999999999999997
140,CH,1.0,0.7596765,0.46493992,0.35320395,0.8,0.5,0.16666666666666666,0.5,0.4444444444444444,0.5833333333333334,0.5,0.5,,0.5666666666666667,0.5,0.5,0.5,0.25,0.0,0.25,0.25,0.5,0.96,
146,CH,1.0,1.0909243,0.46493992,0.50721425,0.5,0.75,0.4166666666666667,0.6,0.3333333333333333,0.6666666666666666,0.5,0.5,0.0,0.26666666666666666,0.5,0.75,0.5,0.5,0.75,0.25,0.25,0.5,0.72,0.56
148,CH,1.0,0.959826,0.46493992,0.44626144,0.4,0.25,0.4166666666666667,,0.5555555555555555,0.4166666666666667,0.5,0.75,0.3333333333333333,0.3,0.5,,0.5,0.0,0.25,0.25,0.75,0.5,0.68,0.4800000000000001
151,CH,1.0,1.1027962,0.46493992,0.512734,,0.0,0.3333333333333333,0.1,0.3333333333333333,0.4166666666666667,0.75,0.375,0.0,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.76,0.27999999999999997
153,CH,1.0,0.89009076,0.46493992,0.41383874,0.5,0.0,0.5833333333333334,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5666666666666668,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.5,0.6799999999999999,0.31999999999999995
154,CH,1.0,1.0909243,0.46493992,0.50721425,0.8,0.0,0.3333333333333333,0.4,0.5555555555555555,0.75,0.375,0.5,0.3333333333333333,0.46666666666666673,0.75,0.75,0.75,0.0,0.25,0.0,0.0,0.5,0.72,0.12000000000000002
157,CH,1.0,0.9240708,0.46493992,0.4296374,0.5,0.0,0.5,0.5,0.0,0.5833333333333334,0.5,0.625,0.3333333333333333,0.46666666666666673,,0.75,0.75,0.25,0.5,0.0,0.25,0.25,0.7600000000000001,0.39999999999999997
159,CH,1.0,1.1601164,0.46493992,0.5393844,0.8,0.0,0.4166666666666667,0.5,0.3333333333333333,0.5,0.375,0.5,0.3333333333333333,0.26666666666666666,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.6,0.16
161,CH,1.0,1.1404665,0.46493992,0.5302484,0.3,0.0,0.4166666666666667,0.5,0.1111111111111111,0.5,0.375,0.75,0.3333333333333333,0.6,0.75,0.75,0.75,0.5,0.0,0.0,0.0,0.25,0.48,0.5200000000000001
171,CH,1.0,0.959826,0.46493992,0.44626144,,0.25,0.25,1.0,0.6666666666666666,0.5,0.5,0.375,0.3333333333333333,0.10000000000000002,0.5,,0.5,0.5,0.5,0.0,0.0,0.5,0.72,0.44000000000000006
176,CH,1.0,1.1732439,0.46493992,0.54548794,0.3,0.25,0.4166666666666667,0.3,0.6666666666666666,0.4166666666666667,0.625,,0.3333333333333333,0.3,1.0,0.5,0.75,0.0,0.25,0.25,0.75,0.5,0.76,0.16
177,CH,1.0,1.0223814,0.46493992,0.47534594,0.3,0.0,0.3333333333333333,0.8,0.0,0.5,0.25,1.0,0.3333333333333333,0.19999999999999998,1.0,0.25,0.5,0.5,0.25,0.0,0.0,0.25,0.64,0.36
181,CH,1.0,0.75395447,0.46493992,0.35054353,0.7,0.5,0.5,0.0,0.5555555555555555,0.4166666666666667,0.25,0.625,0.0,0.5333333333333333,0.25,0.75,1.0,0.0,1.0,0.75,0.75,0.5,0.64,0.04
183,CH,1.0,1.1528782,0.46493992,0.5360191,0.6,0.25,0.16666666666666666,0.2,0.7777777777777777,0.5833333333333334,0.375,0.5,0.3333333333333333,0.6,0.75,0.75,0.75,0.0,0.75,0.5,0.25,0.5,0.6,0.24
184,CH,1.0,1.0223814,0.46493992,0.47534594,0.6,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.3333333333333333,0.26666666666666666,0.75,0.75,0.5,0.25,0.25,0.25,1.0,0.25,0.56,0.32
185,CH,1.0,1.0909243,0.46493992,0.50721425,0.4,0.0,0.3333333333333333,0.8,0.0,0.5833333333333334,0.5,0.75,0.6666666666666666,0.26666666666666666,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.4800000000000001,0.4800000000000001
198,CH,1.0,1.210717,0.46493992,0.5629107,0.5,0.75,0.4166666666666667,0.3,0.3333333333333333,0.5,0.5,0.75,,0.3666666666666667,0.75,0.75,0.5,0.25,0.25,0.25,0.0,0.25,0.16,0.36
199,CH,1.0,1.1027962,0.46493992,0.512734,0.3,0.0,0.3333333333333333,0.5,0.0,0.25,0.375,1.0,1.0,0.26666666666666666,0.5,0.5,0.5,0.25,0.5,0.0,0.0,0.5,0.16,0.36
201,CH,1.0,1.1528782,0.46493992,0.5360191,0.0,0.75,0.6666666666666666,0.0,0.3333333333333333,0.5833333333333334,0.5,0.5,1.0,0.6666666666666666,0.75,0.75,,0.5,0.0,0.0,0.0,0.5,0.8400000000000001,0.12000000000000002
207,CH,1.0,0.9794784,0.46493992,0.45539862,0.6,0.0,0.5833333333333334,0.3,0.6666666666666666,0.5833333333333334,0.5,0.625,0.3333333333333333,0.26666666666666666,0.75,0.75,0.5,0.0,0.5,0.0,0.25,0.25,0.8400000000000001,0.2
208,CH,1.0,0.99380004,0.46493992,0.46205732,0.2,0.25,0.5833333333333334,0.5,0.4444444444444444,0.4166666666666667,0.375,0.625,0.3333333333333333,0.13333333333333333,0.75,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.44000000000000006,0.39999999999999997
210,CH,1.0,1.1732439,0.46493992,0.54548794,0.5,0.25,0.5,0.8,,0.5833333333333334,0.5,0.75,0.3333333333333333,0.5333333333333333,0.75,0.75,0.5,0.25,0.75,0.25,0.75,0.5,0.8,0.08
214,CH,1.0,1.210717,0.46493992,0.5629107,0.5,0.25,0.5,0.5,0.6666666666666666,0.4166666666666667,0.5,0.75,0.0,0.3333333333333333,1.0,0.5,0.5,0.25,0.75,0.75,0.75,0.75,0.72,0.36
216,CH,1.0,0.9240708,0.46493992,0.4296374,0.5,0.25,0.4166666666666667,0.8,0.0,0.4166666666666667,0.375,0.25,0.3333333333333333,0.3666666666666667,0.5,0.5,0.5,0.75,0.25,1.0,0.25,0.25,0.32,0.2
221,CH,1.0,1.0909243,0.46493992,0.50721425,0.8,0.0,0.4166666666666667,0.4,0.5555555555555555,0.4166666666666667,0.5,0.75,0.3333333333333333,0.7999999999999999,0.5,0.75,0.5,0.25,0.75,0.25,0.25,0.5,0.68,0.16
222,CH,1.0,0.8997774,0.46493992,0.41834244,0.5,0.25,0.5833333333333334,0.4,0.4444444444444444,0.5833333333333334,0.5,0.375,0.0,0.3,0.5,0.75,0.75,,0.25,0.25,0.25,0.25,0.4000000000000001,0.27999999999999997
223,CH,1.0,0.75395447,0.46493992,0.35054353,0.5,0.25,0.5833333333333334,0.0,0.4444444444444444,0.5,0.5,0.625,0.3333333333333333,0.2333333333333333,0.75,0.75,0.75,0.0,0.75,0.25,0.75,0.25,0.68,0.36
225,CH,1.0,0.8660119,0.46493992,0.4026435,0.5,0.0,0.3333333333333333,0.7,0.5555555555555555,0.5,0.5,0.625,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.25,0.75,0.0,1.0,0.5,0.64,0.48
227,CH,1.0,1.0034146,0.46493992,0.46652752,0.4,0.25,0.5,0.5,0.3333333333333333,0.6666666666666666,0.625,0.625,0.6666666666666666,0.3,0.75,0.5,0.5,0.0,0.75,0.25,0.75,0.5,0.8799999999999999,0.27999999999999997
232,CH,1.0,0.75395447,0.46493992,0.35054353,0.3,0.25,0.3333333333333333,1.0,0.0,0.5833333333333334,0.375,0.75,1.0,0.4000000000000001,0.75,0.5,0.75,0.25,0.0,0.0,0.0,0.25,0.27999999999999997,0.08
241,CH,1.0,1.210717,0.46493992,0.5629107,0.5,0.75,0.3333333333333333,0.0,0.8888888888888888,0.4166666666666667,0.5,0.75,0.0,0.39999999999999997,0.5,1.0,0.5,0.25,0.0,0.75,0.25,0.25,0.76,0.39999999999999997
243,CH,1.0,0.8997774,0.46493992,0.41834244,0.2,0.25,0.5,0.1,0.5555555555555555,0.5833333333333334,0.5,0.75,0.6666666666666666,0.39999999999999997,0.5,0.5,0.25,0.5,0.0,0.0,0.0,0.25,0.8,0.44000000000000006
248,CH,1.0,1.1528782,0.46493992,0.5360191,0.4,0.0,0.3333333333333333,0.5,0.0,0.5833333333333334,0.5,0.375,0.3333333333333333,0.3,1.0,1.0,0.75,0.25,0.25,0.25,0.25,0.5,0.76,0.48
250,CH,1.0,0.78312695,0.46493992,0.36410698,,0.5,0.4166666666666667,0.5,0.3333333333333333,0.5,0.75,0.75,0.0,0.43333333333333335,1.0,0.75,0.75,0.75,0.5,0.25,0.25,0.5,0.32,0.32
256,CH,1.0,1.0223814,0.46493992,0.47534594,0.1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.375,1.0,1.0,0.20000000000000004,1.0,,1.0,0.0,0.25,0.0,0.75,0.25,0.2,0.16
261,CH,1.0,1.1528782,0.46493992,0.5360191,0.5,0.0,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6666666666666666,0.4333333333333333,0.5,0.25,0.75,0.25,1.0,0.0,0.0,,0.36000000000000004,0.44000000000000006
262,CH,1.0,1.0223814,0.46493992,0.47534594,0.4,0.5,0.5,0.3,0.3333333333333333,0.5,0.375,0.75,0.3333333333333333,0.3666666666666667,0.75,0.5,0.75,0.75,0.0,0.0,0.0,0.0,0.9199999999999999,0.32
266,CH,1.0,1.0335081,0.46493992,0.48051915,0.5,0.75,0.4166666666666667,0.2,0.3333333333333333,0.4166666666666667,0.5,0.5,0.3333333333333333,0.16666666666666666,1.0,0.5,0.25,0.25,0.0,0.0,0.75,0.25,0.9199999999999999,0.08
270,CH,1.0,1.1732439,0.46493992,0.54548794,0.3,0.5,0.4166666666666667,0.5,0.4444444444444444,0.5833333333333334,0.75,0.5,0.3333333333333333,0.2333333333333333,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.25,0.6400000000000001,0.24
