ess_row_id,idno,cntry,country_name,ess_unique_id,agea,gndr,eisced,education_3cat,hinctnta,rlgblg,urbanization,blgetmg,vote_simple,left_right_identification,gender_inequality,anti_lgbt,euroscepticism,anti_immigration,anti_egalitarianism,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_economic_interventionism,anti_social_benefits_low_income,anti_social_benefits_parents,educational_spending,anti_basic_income,anti_climate_change_taxes,anti_climate_change_renewables,anti_climate_ban_appliances,climate_skepticism,authoritarianism,anti_libertarianism,n_belief_missing,n_belief_available
9619,10008341,DE,Germany,DE_10008341,60.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,0.5,0.5,0.5833333333333334,0.9,0.7777777777777777,0.25,0.5,0.75,0.5,0.2333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5,0.75,,0.5599999999999999,0.64,1,19
9620,10008344,DE,Germany,DE_10008344,28.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,2.0,0.1,0.25,0.08333333333333333,0.2,0.3333333333333333,0.4166666666666667,0.375,0.25,0.5,0.43333333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.5,0.52,0.44000000000000006,0,20
9621,10008347,DE,Germany,DE_10008347,54.0,1.0,7.0,3.0,6.0,2.0,5.0,2.0,1.0,0.2,0.0,0.08333333333333333,0.1,0.3333333333333333,0.5,0.5,0.25,0.25,0.20000000000000004,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.25,0.25,0.75,0.5,0.44000000000000006,0.6,0,20
9622,10008353,DE,Germany,DE_10008353,50.0,2.0,7.0,3.0,10.0,1.0,5.0,2.0,1.0,0.7,0.0,0.5,0.3,0.3333333333333333,0.6666666666666666,0.375,0.375,0.25,0.2333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.25,0.25,0.25,0.5599999999999999,0.31999999999999995,0,20
9623,10008366,DE,Germany,DE_10008366,71.0,2.0,7.0,3.0,8.0,1.0,5.0,2.0,1.0,0.3,0.0,0.16666666666666666,0.0,,0.4166666666666667,0.25,0.25,0.25,0.20000000000000004,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.25,0.4800000000000001,0.04,1,19
9624,10008367,DE,Germany,DE_10008367,63.0,2.0,7.0,3.0,5.0,2.0,5.0,2.0,1.0,0.5,0.25,0.0,0.3,0.1111111111111111,0.75,0.25,0.375,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.25,0.0,0.25,0.8400000000000001,0.36,0,20
9626,10008370,DE,Germany,DE_10008370,67.0,2.0,4.0,2.0,3.0,1.0,5.0,2.0,1.0,0.1,0.25,0.08333333333333333,0.2,0.2222222222222222,0.16666666666666666,0.5,0.25,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.5,0.72,0.27999999999999997,0,20
9627,10008378,DE,Germany,DE_10008378,42.0,2.0,7.0,3.0,5.0,2.0,5.0,2.0,1.0,0.6,0.25,0.25,0.5,0.3333333333333333,0.5833333333333334,0.25,0.375,0.5,0.26666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.75,0.5,0.64,0.5599999999999999,0,20
9628,10008379,DE,Germany,DE_10008379,30.0,1.0,3.0,2.0,,2.0,5.0,2.0,1.0,0.7,0.25,0.5,0.3,0.7777777777777777,0.3333333333333333,0.5,0.375,1.0,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.25,0.25,0.5,,,2,18
9629,10008380,DE,Germany,DE_10008380,28.0,1.0,5.0,2.0,2.0,2.0,5.0,2.0,1.0,0.6,0.0,0.08333333333333333,0.8,0.0,0.5833333333333334,0.375,0.375,0.5,0.36666666666666664,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.5,,0.24,1,19
9630,10008382,DE,Germany,DE_10008382,29.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,3.0,0.1,0.25,0.4166666666666667,0.4,0.4444444444444444,0.3333333333333333,0.75,0.375,0.75,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.25,0.75,0.25,0.64,0.31999999999999995,0,20
9631,10008383,DE,Germany,DE_10008383,68.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,0.25,0.4166666666666667,0.8,0.7777777777777777,0.4166666666666667,0.75,0.375,0.5,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.5,0.0,0.5,0.7200000000000001,0.52,0,20
9632,10008401,DE,Germany,DE_10008401,28.0,1.0,3.0,2.0,8.0,2.0,3.0,2.0,2.0,0.5,0.0,0.16666666666666666,1.0,0.6666666666666666,0.25,0.5,0.625,0.5,0.09999999999999999,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.75,,0.32,0.43999999999999995,1,19
9634,10008412,DE,Germany,DE_10008412,56.0,2.0,3.0,2.0,8.0,2.0,3.0,2.0,1.0,0.2,0.0,0.16666666666666666,0.0,0.3333333333333333,0.5833333333333334,0.375,1.0,0.75,0.13333333333333333,1.0,1.0,1.0,0.0,1.0,0.25,0.5,0.5,0.8400000000000001,0.08,0,20
9635,10008414,DE,Germany,DE_10008414,67.0,1.0,6.0,3.0,7.0,2.0,3.0,2.0,1.0,0.2,0.5,0.5833333333333334,0.5,0.5555555555555555,0.5833333333333334,0.875,0.75,0.75,0.39999999999999997,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.5,0.9199999999999999,0.6,0,20
9636,10008418,DE,Germany,DE_10008418,18.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,0.5,0.25,0.16666666666666666,0.5,0.2222222222222222,0.3333333333333333,0.25,0.25,0.25,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.75,0.25,0.64,0.32,0,20
9637,10008428,DE,Germany,DE_10008428,53.0,1.0,5.0,2.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,0.08333333333333333,0.2,0.0,0.16666666666666666,0.125,0.375,0.5,0.13333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.75,0.0,0.0,0.25,0.4,0.56,0,20
9638,10008434,DE,Germany,DE_10008434,32.0,1.0,5.0,2.0,8.0,2.0,3.0,2.0,1.0,0.5,0.25,0.08333333333333333,0.5,0.3333333333333333,0.25,0.375,0.25,0.5,0.2333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.25,0.5,0.64,0.36,0,20
9639,10008445,DE,Germany,DE_10008445,77.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,0.5,0.0,0.4166666666666667,0.4,0.5555555555555555,0.4166666666666667,0.625,0.375,0.75,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.75,0.5,0.25,0.5,0.96,0.48,0,20
9640,10008446,DE,Germany,DE_10008446,81.0,2.0,3.0,2.0,6.0,2.0,3.0,2.0,2.0,0.5,0.0,0.5833333333333334,0.8,0.4444444444444444,0.5833333333333334,0.75,0.25,0.75,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.25,0.25,0.25,0.5,0.8400000000000001,0.2,1,19
9642,10008465,DE,Germany,DE_10008465,64.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.3,0.5,0.25,0.3,0.6666666666666666,0.25,0.625,0.5,0.5,0.2333333333333333,0.0,0.0,0.6666666666666666,,0.5,,1.0,0.5,0.68,0.6000000000000001,2,18
9643,10008468,DE,Germany,DE_10008468,67.0,1.0,7.0,3.0,9.0,2.0,4.0,2.0,1.0,0.6,0.25,0.3333333333333333,0.4,0.3333333333333333,0.75,0.375,0.5,0.75,0.6333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,0.25,0.5,0.36,0.43999999999999995,0,20
9644,10008477,DE,Germany,DE_10008477,66.0,2.0,5.0,2.0,,2.0,3.0,2.0,1.0,,0.5,0.16666666666666666,0.0,0.4444444444444444,0.16666666666666666,0.5,0.25,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.75,0.25,0.25,0.25,0.76,0.2,1,19
9646,10008484,DE,Germany,DE_10008484,42.0,1.0,5.0,2.0,,2.0,4.0,2.0,1.0,0.6,0.5,0.3333333333333333,0.4,,0.6666666666666666,0.5,0.125,0.5,0.3,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.5,0.25,0.5,0.5,0.27999999999999997,0.6,2,18
9647,10008487,DE,Germany,DE_10008487,36.0,1.0,3.0,2.0,8.0,2.0,3.0,2.0,1.0,0.5,0.25,0.25,0.7,0.5555555555555555,0.3333333333333333,0.875,0.625,0.5,0.2333333333333333,,0.3333333333333333,0.6666666666666666,1.0,0.75,0.25,0.5,0.25,0.52,0.27999999999999997,1,19
9649,10008494,DE,Germany,DE_10008494,51.0,1.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,0.5,0.25,0.25,0.3,0.4444444444444444,0.4166666666666667,0.625,0.5,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.25,0.25,0.5,0.56,0.28,0,20
9651,10008504,DE,Germany,DE_10008504,61.0,2.0,5.0,2.0,,2.0,3.0,2.0,1.0,0.5,0.25,0.4166666666666667,0.5,0.3333333333333333,0.25,0.25,0.25,0.5,0.13333333333333333,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.75,0.25,0.25,0.5,0.6,0.5599999999999999,1,19
9652,10008505,DE,Germany,DE_10008505,46.0,2.0,5.0,2.0,8.0,2.0,2.0,2.0,1.0,0.4,0.0,0.0,0.2,0.0,0.5,0.375,0.25,0.0,0.3666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0,0.5,0.56,0.43999999999999995,0,20
9654,10008533,DE,Germany,DE_10008533,73.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,0.5,0.0,0.5,0.6,0.5555555555555555,0.16666666666666666,0.375,0.625,0.5,0.49999999999999994,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.0,0.5,0.8400000000000001,0.4800000000000001,0,20
9655,10008535,DE,Germany,DE_10008535,78.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,0.5,0.0,0.3333333333333333,1.0,0.4444444444444444,0.16666666666666666,0.5,0.5,1.0,0.13333333333333333,0.0,1.0,1.0,0.3333333333333333,1.0,0.75,0.0,0.25,0.68,0.64,0,20
9656,10008539,DE,Germany,DE_10008539,57.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,,0.0,0.25,1.0,0.4444444444444444,0.08333333333333333,0.625,0.625,1.0,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.75,0.5,0.0,0.25,0.5199999999999999,0.36,1,19
9657,10008544,DE,Germany,DE_10008544,82.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,0.5,0.0,0.25,0.4,0.3333333333333333,0.4166666666666667,0.375,0.375,0.5,0.19999999999999998,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.25,0.25,0.25,0.64,0.36,0,20
9658,10008545,DE,Germany,DE_10008545,39.0,2.0,5.0,2.0,8.0,1.0,3.0,2.0,1.0,0.5,0.0,0.08333333333333333,0.8,0.4444444444444444,0.08333333333333333,0.5,0.25,0.5,0.09999999999999999,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.0,0.5,0.76,0.2,0,20
9659,10008548,DE,Germany,DE_10008548,49.0,2.0,6.0,3.0,9.0,2.0,3.0,2.0,1.0,0.5,0.0,0.16666666666666666,0.2,0.3333333333333333,0.16666666666666666,0.625,0.625,0.5,0.2333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.25,0.0,0.5,0.6,0.36,0,20
9660,10008549,DE,Germany,DE_10008549,32.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,0.5,0.0,0.25,1.0,0.5555555555555555,0.16666666666666666,0.375,0.625,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.25,0.5,0.5,0.5599999999999999,0.27999999999999997,0,20
9661,10008555,DE,Germany,DE_10008555,44.0,1.0,3.0,2.0,8.0,2.0,3.0,2.0,2.0,0.5,0.25,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.09999999999999999,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.5,0.5,0.5,0.44000000000000006,0.36000000000000004,0,20
9662,10008558,DE,Germany,DE_10008558,18.0,2.0,2.0,1.0,,2.0,3.0,2.0,3.0,0.5,0.0,0.08333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.75,0.75,0.5,0.13333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.5,0.52,0.5200000000000001,0,20
9663,10008560,DE,Germany,DE_10008560,68.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,0.5,0.0,0.6666666666666666,1.0,0.4444444444444444,0.5833333333333334,0.625,0.25,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.25,0.0,0.5,0.8400000000000001,0.31999999999999995,0,20
9664,10008562,DE,Germany,DE_10008562,63.0,1.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,0.3,0.0,0.4166666666666667,1.0,0.5555555555555555,,0.5,0.375,0.75,0.2333333333333333,1.0,0.3333333333333333,,0.6666666666666666,0.5,0.25,0.0,0.5,0.76,0.4,2,18
9665,10008563,DE,Germany,DE_10008563,34.0,2.0,5.0,2.0,7.0,2.0,2.0,2.0,1.0,0.5,0.0,0.08333333333333333,0.3,0.2222222222222222,0.3333333333333333,0.625,0.375,0.75,0.23333333333333336,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.25,0.0,0.0,0.25,0.6,0.36,0,20
9666,10008567,DE,Germany,DE_10008567,48.0,1.0,6.0,3.0,5.0,2.0,3.0,2.0,1.0,0.4,0.0,0.25,0.1,0.3333333333333333,0.4166666666666667,0.25,0.375,0.75,0.3,1.0,0.3333333333333333,0.0,0.3333333333333333,0.75,0.25,0.75,0.5,0.4,0.36,0,20
9667,10008586,DE,Germany,DE_10008586,79.0,1.0,5.0,2.0,10.0,2.0,5.0,2.0,1.0,0.5,0.75,0.5833333333333334,0.1,0.6666666666666666,0.5833333333333334,0.5,0.75,0.5,0.19999999999999998,0.3333333333333333,,,0.3333333333333333,0.75,0.75,0.25,0.5,0.6,0.4,2,18
9668,10008587,DE,Germany,DE_10008587,48.0,1.0,7.0,3.0,7.0,2.0,5.0,2.0,1.0,0.5,0.0,0.0,0.3,0.3333333333333333,0.5,0.375,0.25,0.5,0.3666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.0,0.5,0.72,0.4,0,20
9669,10008597,DE,Germany,DE_10008597,23.0,1.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,0.3,0.0,0.0,0.5,0.0,0.3333333333333333,0.125,0.25,0.25,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.25,0.0,0.25,0.2,0.12000000000000002,0,20
9670,10008598,DE,Germany,DE_10008598,39.0,2.0,3.0,2.0,9.0,2.0,5.0,2.0,1.0,0.3,0.0,0.0,0.2,0.0,0.5833333333333334,0.5,0.5,0.75,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.7600000000000001,0.39999999999999997,0,20
9671,10008602,DE,Germany,DE_10008602,41.0,2.0,7.0,3.0,2.0,1.0,5.0,2.0,1.0,0.3,0.0,0.0,0.0,0.0,0.16666666666666666,0.25,0.5,0.5,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.5,0.5199999999999999,0.2,0,20
9672,10008605,DE,Germany,DE_10008605,76.0,1.0,7.0,3.0,4.0,2.0,4.0,2.0,1.0,0.0,0.25,0.0,0.2,0.0,0.4166666666666667,0.25,0.25,0.75,0.20000000000000004,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.25,0.0,0.5,0.96,0.28,0,20
9673,10008609,DE,Germany,DE_10008609,43.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,0.3,0.0,0.08333333333333333,0.3,0.0,0.0,0.25,0.75,0.0,0.19999999999999998,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.5,0.25,0.0,0.25,0.32,0.24,0,20
9674,10008613,DE,Germany,DE_10008613,27.0,1.0,7.0,3.0,10.0,1.0,5.0,1.0,3.0,0.7,0.25,0.4166666666666667,0.0,0.3333333333333333,0.3333333333333333,0.375,0.25,0.5,0.39999999999999997,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.0,0.0,0.0,0.48,0.27999999999999997,0,20
9676,10008617,DE,Germany,DE_10008617,30.0,1.0,3.0,2.0,7.0,2.0,5.0,2.0,2.0,0.6,0.25,0.25,1.0,0.5555555555555555,0.25,0.375,0.625,0.75,0.36666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,0.25,0.5,0.25,0.6,0.31999999999999995,0,20
9677,10008618,DE,Germany,DE_10008618,72.0,2.0,7.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,0.5,0.25,1.0,1.0,0.8333333333333334,0.375,0.625,0.75,0.39999999999999997,1.0,1.0,,0.3333333333333333,0.5,0.75,0.25,0.5,0.8400000000000001,0.31999999999999995,1,19
9678,10008620,DE,Germany,DE_10008620,22.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,1.0,0.3,0.5,0.0,0.2,0.3333333333333333,0.4166666666666667,0.25,0.375,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.25,0.25,0.4,0.36,0,20
9679,10008623,DE,Germany,DE_10008623,35.0,2.0,7.0,3.0,4.0,1.0,5.0,2.0,3.0,0.3,0.0,0.0,0.2,0.3333333333333333,0.5,0.25,0.25,0.0,0.13333333333333333,1.0,0.3333333333333333,0.6666666666666666,,0.75,0.25,0.25,0.0,0.8,0.36,1,19
9680,10008625,DE,Germany,DE_10008625,46.0,2.0,5.0,2.0,9.0,2.0,5.0,2.0,1.0,0.4,0.0,0.08333333333333333,0.5,0.5555555555555555,0.6666666666666666,0.5,0.25,0.75,0.39999999999999997,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.0,0.0,0.25,0.6799999999999999,0.24000000000000005,0,20
9681,10008628,DE,Germany,DE_10008628,27.0,2.0,7.0,3.0,5.0,2.0,5.0,2.0,1.0,0.4,0.0,0.0,0.3,0.0,0.5833333333333334,0.5,0.375,0.75,0.20000000000000004,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.25,0.25,0.25,0.43999999999999995,0.36,0,20
9682,10008642,DE,Germany,DE_10008642,33.0,2.0,7.0,3.0,2.0,2.0,5.0,2.0,2.0,0.3,0.0,0.0,,0.2222222222222222,0.4166666666666667,,0.5,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.25,0.5,0.52,0.52,2,18
9683,10008645,DE,Germany,DE_10008645,61.0,2.0,7.0,3.0,7.0,2.0,5.0,2.0,1.0,0.3,0.0,0.08333333333333333,0.1,0.1111111111111111,0.4166666666666667,0.375,0.375,0.5,0.5333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.25,0.25,0.25,0.25,0.56,0.27999999999999997,0,20
9684,10008647,DE,Germany,DE_10008647,76.0,1.0,7.0,3.0,5.0,1.0,5.0,2.0,1.0,0.5,0.0,0.4166666666666667,0.3,0.3333333333333333,0.5,0.375,0.375,0.5,0.20000000000000004,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.75,0.64,0.31999999999999995,0,20
9685,10008655,DE,Germany,DE_10008655,58.0,1.0,6.0,3.0,3.0,2.0,5.0,2.0,1.0,0.2,0.25,0.25,0.8,0.0,0.16666666666666666,0.25,0.75,0.25,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75,0.5,0.28,0.16,0,20
9686,10008656,DE,Germany,DE_10008656,26.0,1.0,6.0,3.0,1.0,2.0,5.0,2.0,1.0,0.2,0.0,0.0,0.1,0.0,0.0,0.25,0.375,0.25,0.06666666666666667,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.25,0.25,0.4800000000000001,0.4,0,20
9687,10008664,DE,Germany,DE_10008664,58.0,1.0,7.0,3.0,10.0,1.0,5.0,2.0,1.0,0.7,0.5,0.4166666666666667,1.0,0.4444444444444444,1.0,0.625,0.25,0.5,0.3666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.75,0.5,0.8,0.36,0,20
9688,10008666,DE,Germany,DE_10008666,53.0,1.0,6.0,3.0,10.0,1.0,3.0,2.0,2.0,0.0,0.5,0.25,0.3,0.2222222222222222,0.5,0.75,0.25,0.75,0.26666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,0.25,0.68,0.32,0,20
9689,10008668,DE,Germany,DE_10008668,26.0,2.0,6.0,3.0,2.0,2.0,5.0,1.0,1.0,0.3,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.125,0.5,0.10000000000000002,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.25,0.25,0.31999999999999995,0.08,0,20
9690,10008672,DE,Germany,DE_10008672,61.0,1.0,5.0,2.0,8.0,1.0,4.0,2.0,1.0,0.6,0.5,0.9166666666666666,0.6,0.4444444444444444,0.75,0.75,0.125,0.25,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.75,0.75,0.25,0.5,0.72,0.27999999999999997,0,20
9691,10008676,DE,Germany,DE_10008676,48.0,2.0,7.0,3.0,4.0,2.0,5.0,2.0,1.0,0.3,0.0,0.0,,0.4444444444444444,0.08333333333333333,0.0,0.375,,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,1.0,0.5,0.43999999999999995,0.6,2,18
9692,10008677,DE,Germany,DE_10008677,24.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,1.0,0.3,0.25,0.0,0.5,0.0,0.25,0.25,0.625,0.5,0.3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.0,0.75,0.5,0.4800000000000001,0.39999999999999997,0,20
9693,10008687,DE,Germany,DE_10008687,51.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,0.4,0.0,0.16666666666666666,0.2,0.0,0.75,,0.25,0.5,0.5333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.25,0.0,0.25,0.5,0.8,0.27999999999999997,1,19
9694,10008712,DE,Germany,DE_10008712,19.0,2.0,5.0,2.0,7.0,2.0,2.0,2.0,3.0,0.3,0.0,0.0,0.4,0.3333333333333333,0.4166666666666667,0.5,0.25,0.5,0.10000000000000002,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.25,0.25,0.25,0.25,0.68,0.28,0,20
9695,10008713,DE,Germany,DE_10008713,51.0,2.0,6.0,3.0,10.0,2.0,3.0,2.0,1.0,0.2,0.0,0.08333333333333333,0.7,0.3333333333333333,0.8333333333333334,0.375,0.25,0.5,0.2333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,0.75,0.25,0.25,0.5,0.8800000000000001,0.44000000000000006,0,20
9696,10008714,DE,Germany,DE_10008714,50.0,2.0,6.0,3.0,3.0,2.0,3.0,2.0,1.0,0.5,0.0,0.08333333333333333,0.7,0.3333333333333333,0.4166666666666667,0.75,0.25,0.5,0.26666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,,0.68,0.6,1,19
9697,10008715,DE,Germany,DE_10008715,51.0,2.0,7.0,3.0,8.0,1.0,3.0,2.0,1.0,0.5,0.25,0.16666666666666666,0.8,0.4444444444444444,0.5,0.875,0.5,0.75,0.3666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.25,0.5,0.64,0.4,0,20
9698,10008716,DE,Germany,DE_10008716,73.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,0.5,0.25,0.4166666666666667,0.2,0.5555555555555555,0.25,0.375,0.5,0.25,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.25,0.25,0.8,0.6,0,20
9699,10008718,DE,Germany,DE_10008718,19.0,1.0,2.0,1.0,7.0,1.0,3.0,2.0,3.0,0.5,0.5,0.8333333333333334,0.6,0.5555555555555555,0.16666666666666666,0.25,0.75,0.5,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.0,0.25,0.8800000000000001,0.6,0,20
9702,10008732,DE,Germany,DE_10008732,48.0,2.0,3.0,2.0,9.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5833333333333334,0.5,0.3333333333333333,0.25,0.75,0.5,0.5,0.03333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.25,0.0,0.0,0.6799999999999999,0.2,0,20
9703,10008736,DE,Germany,DE_10008736,68.0,1.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,0.6,0.75,0.5833333333333334,0.8,0.5555555555555555,0.5,0.375,0.375,0.75,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,0.25,0.5,0.5,0.72,0.12000000000000002,0,20
9704,10008742,DE,Germany,DE_10008742,42.0,1.0,5.0,2.0,,1.0,3.0,2.0,2.0,1.0,0.25,0.5,0.0,0.7777777777777777,0.3333333333333333,0.125,0.0,0.0,0.2333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.5,0.8400000000000001,0.24000000000000005,0,20
9705,10008762,DE,Germany,DE_10008762,46.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.08333333333333333,0.375,1.0,1.0,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.75,0.5,0.5,0.8800000000000001,0.4,0,20
9706,10008767,DE,Germany,DE_10008767,65.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.25,0.5,1.0,0.75,0.16666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.75,0.5,0.5,1.0,0.48,0,20
