ess_row_id,idno,cntry,country_name,ess_unique_id,agea,gndr,edulvla,education_3cat,hinctnta,rlgblg,urbanization,blgetmg,dweight,pspwght,pweight,anweight,left_right_identification,gender_inequality,anti_lgbt,euroscepticism,anti_immigration,anti_egalitarianism,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_economic_interventionism,harsh_sentences,anti_militant_democracy,no_science_environment_solution,anti_government_spending,regressive_taxes,regressive_benefits,age_prejudice,authoritarianism,anti_libertarianism,n_belief_missing,n_belief_available
15513,704,ES,Spain,ES_704,36.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.4257,1.1008313,1.5009209,1.6522607,,0.875,0.0,0.7,0.4444444444444444,0.25,0.875,0.625,0.75,0.15,1.0,0.0,0.0,0.1,0.5,0.5,0.3,0.5599999999999999,0.52,1,18
15514,705,ES,Spain,ES_705,36.0,1.0,2.0,1.0,,1.0,2.0,2.0,0.4298,0.44454917,1.5009209,0.66723317,0.8,0.625,0.75,0.7,0.6666666666666666,0.125,,0.25,0.5,0.19999999999999998,0.75,0.0,0.5,0.5,0.0,0.5,0.8,0.8,0.24,1,18
15515,706,ES,Spain,ES_706,24.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0668,0.98071986,1.5009209,1.471983,0.7,0.625,0.0,0.3,0.3333333333333333,0.375,0.375,0.5,0.25,0.21666666666666667,1.0,0.25,0.25,0.6,1.0,0.0,0.5,0.7200000000000001,0.27999999999999997,0,19
15516,707,ES,Spain,ES_707,63.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,0.8058,0.63509727,1.5009209,0.95323074,0.3,0.5,0.0,0.2,0.0,0.0,0.75,0.5,0.0,,1.0,0.0,0.0,0.3,0.0,0.75,0.2,0.76,0.27999999999999997,1,18
15517,708,ES,Spain,ES_708,70.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.4257,0.9106499,1.5009209,1.3668134,0.5,0.5,0.75,0.0,0.3333333333333333,0.25,0.375,0.125,0.5,0.20000000000000004,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.9199999999999999,0.48,0,19
15519,711,ES,Spain,ES_711,43.0,2.0,5.0,3.0,7.0,1.0,5.0,2.0,1.6676,1.8548703,1.5009209,2.7840135,0.3,0.5,0.0,0.5,0.6666666666666666,0.0,0.5,0.75,0.5,0.13333333333333333,1.0,0.0,1.0,0.7,0.0,0.0,0.2,0.9199999999999999,0.52,0,19
15521,714,ES,Spain,ES_714,46.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,0.1627,0.1523757,1.5009209,0.22870387,,0.625,0.0,0.2,,0.25,0.375,1.0,0.5,0.25,1.0,0.25,0.75,0.7,0.5,0.5,0.5,0.6,0.48,2,17
15525,722,ES,Spain,ES_722,22.0,1.0,4.0,2.0,,,2.0,2.0,0.3666,0.2770534,1.5009209,0.4158352,,0.625,0.75,1.0,0.8888888888888888,0.125,0.5,0.75,1.0,0.35000000000000003,1.0,0.5,0.75,0.9,0.0,0.5,0.3,0.8799999999999999,0.28,1,18
15526,723,ES,Spain,ES_723,59.0,1.0,5.0,3.0,10.0,2.0,5.0,2.0,1.4448,1.9866623,1.5009209,2.981823,0.2,0.5,0.25,0.3,0.0,0.25,0.375,0.5,0.5,0.3,0.5,0.25,0.25,0.5,0.5,0.5,0.3,0.32,0.52,0,19
15527,724,ES,Spain,ES_724,42.0,2.0,1.0,1.0,,1.0,1.0,2.0,0.4298,0.4025266,1.5009209,0.60416055,0.7,0.5,0.25,0.5,0.5555555555555555,0.25,0.25,1.0,0.25,0.21666666666666665,1.0,,0.25,0.3,0.5,0.5,0.5,0.6799999999999999,0.52,1,18
15529,726,ES,Spain,ES_726,62.0,2.0,1.0,1.0,,1.0,3.0,2.0,0.298,0.28488186,1.5009209,0.42758512,0.4,0.625,0.25,0.6,0.4444444444444444,0.25,0.75,0.25,0.75,0.3,0.75,0.25,0.25,0.6,0.0,0.5,0.0,0.76,0.31999999999999995,0,19
15530,729,ES,Spain,ES_729,58.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.2029,0.9479973,1.5009209,1.422869,0.4,0.25,0.25,0.5,1.0,0.0,0.5,0.375,0.5,0.16666666666666666,1.0,0.25,0.25,0.5,0.0,0.5,0.5,0.56,0.5599999999999999,0,19
15531,731,ES,Spain,ES_731,29.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,1.288,1.0895734,1.5009209,1.6353635,,0.0,0.0,0.2,0.0,0.125,0.75,0.0,0.0,0.2833333333333334,0.75,0.5,0.5,0.4,0.5,0.0,0.0,0.8400000000000001,0.16,1,18
15532,732,ES,Spain,ES_732,52.0,1.0,5.0,3.0,5.0,1.0,5.0,2.0,0.73,1.0683051,1.5009209,1.6034415,0.5,0.375,0.0,0.2,0.4444444444444444,0.125,0.5,0.5,0.5,0.43333333333333335,0.75,0.5,0.25,0.6,0.0,0.5,1.0,0.64,0.27999999999999997,0,19
15533,733,ES,Spain,ES_733,38.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.5467,1.3189366,1.5009209,1.9796195,0.5,0.75,0.75,0.5,0.5555555555555555,0.375,0.5,0.75,0.5,0.2833333333333333,0.75,0.25,0.75,0.5,1.0,0.5,0.2,0.68,0.56,0,19
15534,734,ES,Spain,ES_734,27.0,1.0,3.0,2.0,,1.0,5.0,2.0,1.1327,0.9577089,1.5009209,1.4374453,0.5,0.875,0.25,0.9,0.6666666666666666,0.25,0.75,0.75,0.25,0.21666666666666667,1.0,0.0,0.5,0.3,0.0,0.0,0.4,0.6,0.27999999999999997,0,19
15535,736,ES,Spain,ES_736,54.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0107,1.0088722,1.5009209,1.5142373,0.6,0.625,0.0,0.6,0.6666666666666666,0.25,0.75,0.25,0.5,0.09999999999999999,0.75,0.25,0.25,0.3,0.0,0.25,0.0,0.6799999999999999,0.36,0,19
15537,738,ES,Spain,ES_738,37.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,0.8058,0.4808454,1.5009209,0.7217109,0.5,,0.0,0.0,0.6666666666666666,0.5,0.375,0.25,0.5,0.16666666666666666,0.75,0.0,1.0,0.5,0.0,1.0,0.2,0.9199999999999999,0.31999999999999995,1,18
15538,741,ES,Spain,ES_741,20.0,2.0,3.0,2.0,,1.0,2.0,2.0,1.4415,1.2194256,1.5009209,1.8302613,,0.75,0.0,0.4,0.3333333333333333,0.125,0.0,0.5,0.5,0.09999999999999999,0.75,0.0,0.0,0.5,0.5,0.0,0.2,0.8,0.27999999999999997,1,18
15539,742,ES,Spain,ES_742,63.0,1.0,1.0,1.0,,1.0,5.0,2.0,1.6676,1.0651608,1.5009209,1.598722,0.4,0.25,0.0,0.5,1.0,0.5,0.625,0.375,0.5,0.3666666666666667,0.75,,0.5,0.4,0.0,0.5,0.3,0.8400000000000001,0.44000000000000006,1,18
15540,743,ES,Spain,ES_743,63.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.4298,0.33298543,1.5009209,0.4997848,,0.25,0.25,0.8,1.0,0.25,0.625,0.25,0.5,0.2333333333333333,1.0,0.25,0.0,0.4,0.0,0.5,0.3,0.8400000000000001,0.27999999999999997,1,18
15541,744,ES,Spain,ES_744,48.0,2.0,2.0,1.0,6.0,1.0,3.0,2.0,1.5171,1.4902428,1.5009209,2.2367365,0.3,0.5,0.25,0.5,0.3333333333333333,0.25,0.75,0.25,0.0,0.09999999999999999,1.0,0.25,0.5,0.5,0.5,0.0,0.1,0.8,0.36,0,19
15542,747,ES,Spain,ES_747,29.0,2.0,3.0,2.0,7.0,1.0,2.0,2.0,1.4257,0.88162,1.5009209,1.3232418,0.4,0.75,0.0,0.6,0.6666666666666666,0.25,0.375,0.25,0.5,0.13333333333333333,1.0,0.25,0.5,0.5,0.5,0.5,0.2,0.64,0.31999999999999995,0,19
15543,748,ES,Spain,ES_748,50.0,2.0,5.0,3.0,4.0,1.0,2.0,2.0,0.3666,0.49459493,1.5009209,0.74234784,0.4,0.625,0.0,0.6,0.7777777777777777,0.125,0.5,0.25,0.0,0.15,0.75,0.0,0.25,0.6,0.5,0.0,0.0,0.8,0.12000000000000002,0,19
15544,750,ES,Spain,ES_750,18.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,0.73,0.88104504,1.5009209,1.3223789,0.4,0.75,0.25,0.2,0.0,0.25,0.5,0.25,0.25,0.2333333333333333,0.75,0.25,0.25,0.4,0.5,0.0,0.1,0.72,0.12000000000000002,0,19
15545,752,ES,Spain,ES_752,66.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,1.0107,1.6151906,1.5009209,2.4242733,0.5,0.5,0.0,0.7,0.4444444444444444,0.25,0.75,0.625,0.5,0.03333333333333333,0.75,0.0,0.0,0.6,0.0,,1.0,0.9199999999999999,0.2,1,18
15546,754,ES,Spain,ES_754,29.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.4415,1.2194256,1.5009209,1.8302613,0.6,0.625,0.0,0.2,0.3333333333333333,0.5,0.5,0.25,0.5,0.30000000000000004,1.0,0.25,0.25,0.6,0.5,0.0,0.2,0.6799999999999999,0.52,0,19
15548,756,ES,Spain,ES_756,40.0,2.0,2.0,1.0,,1.0,3.0,2.0,0.3666,0.343337,1.5009209,0.5153217,0.5,0.625,0.25,0.3,0.6666666666666666,0.25,0.25,0.5,0.5,0.2833333333333334,0.75,0.25,0.25,0.3,0.0,0.25,0.0,0.72,0.5200000000000001,0,19
15549,757,ES,Spain,ES_757,57.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.5467,0.9879373,1.5009209,1.4828157,0.7,0.5,0.5,,1.0,0.125,0.75,0.875,1.0,0.049999999999999996,1.0,0.25,0.0,0.7,0.0,0.0,0.3,1.0,0.24000000000000005,1,18
15550,760,ES,Spain,ES_760,41.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.5467,1.1942595,1.5009209,1.792489,0.3,0.625,0.5,0.5,0.6666666666666666,0.375,0.5,1.0,0.5,0.25,1.0,0.25,0.75,0.3,1.0,0.5,0.2,0.8,0.56,0,19
15552,762,ES,Spain,ES_762,51.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,1.0909,1.289616,1.5009209,1.9356116,0.5,0.625,0.25,0.2,0.6666666666666666,0.25,,0.5,0.0,0.19999999999999998,0.75,0.25,0.25,0.2,0.5,0.0,0.2,0.8,0.5600000000000002,1,18
15553,764,ES,Spain,ES_764,41.0,1.0,3.0,2.0,,1.0,2.0,2.0,0.3666,0.28668663,1.5009209,0.43029395,0.5,0.625,0.5,,0.6666666666666666,0.625,0.875,0.25,0.5,0.5,1.0,0.25,0.5,0.5,0.0,0.0,0.4,0.7200000000000001,0.36,1,18
15555,766,ES,Spain,ES_766,64.0,2.0,1.0,1.0,6.0,1.0,3.0,2.0,1.2198,1.4706367,1.5009209,2.2073095,0.5,0.375,0.25,0.3,0.1111111111111111,0.125,0.75,0.125,0.5,0.3333333333333333,1.0,0.0,0.25,0.7,0.0,0.25,0.4,0.56,0.24,0,19
15556,768,ES,Spain,ES_768,59.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,1.2051,1.5553037,1.5009209,2.3343878,0.6,0.5,0.0,0.6,0.3333333333333333,0.25,0.625,0.5,0.25,0.0,0.75,0.75,0.25,0.7,0.5,0.5,0.8,0.76,0.4,0,19
15557,770,ES,Spain,ES_770,35.0,1.0,2.0,1.0,7.0,2.0,3.0,2.0,1.2198,1.5911468,1.5009209,2.3881855,0.4,0.125,0.25,0.8,1.0,0.375,0.625,0.25,0.5,0.3,0.75,0.25,0.5,0.3,0.0,0.5,0.2,0.76,0.32,0,19
15559,772,ES,Spain,ES_772,33.0,1.0,2.0,1.0,6.0,1.0,5.0,2.0,1.6676,1.517795,1.5009209,2.2780902,0.2,0.75,0.0,0.5,0.3333333333333333,0.125,0.5,0.5,0.5,0.13333333333333333,1.0,0.0,0.75,0.6,0.0,0.5,0.5,0.28,0.4,0,19
15561,775,ES,Spain,ES_775,45.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.4415,1.5226308,1.5009209,2.2853484,0.4,0.5,0.25,0.5,0.6666666666666666,0.5,0.5,0.25,0.5,0.15,0.75,0.25,0.75,0.4,0.0,0.0,1.0,0.8400000000000001,0.31999999999999995,0,19
15562,777,ES,Spain,ES_777,49.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,1.4448,1.1165208,1.5009209,1.6758094,0.4,0.25,0.75,0.1,0.6666666666666666,0.125,0.5,0.625,1.0,0.16666666666666666,0.75,0.0,0.5,0.4,0.5,0.0,0.1,0.76,0.52,0,19
15563,779,ES,Spain,ES_779,73.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,0.73,0.6183013,1.5009209,0.9280213,0.5,0.25,0.0,0.1,0.4444444444444444,0.25,0.875,0.125,1.0,0.2833333333333334,0.25,0.25,0.25,0.3,0.0,1.0,0.3,0.64,0.4,0,19
15564,780,ES,Spain,ES_780,37.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.7545,0.8531612,1.5009209,1.2805275,0.5,0.5,0.0,0.7,1.0,0.25,0.75,0.25,0.5,0.11666666666666665,1.0,0.25,0.25,0.5,0.5,0.0,0.7,0.68,0.2,0,19
15565,781,ES,Spain,ES_781,46.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.4205,1.8545644,1.5009209,2.7835546,,0.75,0.0,0.7,0.6666666666666666,0.625,1.0,0.625,0.5,0.21666666666666667,1.0,0.75,0.5,0.5,0.5,0.0,0.1,0.76,0.24,1,18
15567,784,ES,Spain,ES_784,44.0,2.0,4.0,2.0,8.0,2.0,3.0,2.0,0.298,0.21568999,1.5009209,0.3237336,0.3,0.75,0.0,0.3,0.0,0.125,0.25,0.25,0.5,0.16666666666666666,0.75,0.0,0.25,0.4,0.0,0.0,0.0,0.76,0.16,0,19
15568,785,ES,Spain,ES_785,49.0,1.0,3.0,2.0,7.0,1.0,5.0,2.0,1.4448,0.93229556,1.5009209,1.3993019,0.7,0.625,0.5,0.5,0.3333333333333333,0.5,0.5,0.625,0.75,0.39999999999999997,1.0,1.0,0.5,0.5,,0.0,0.2,0.64,0.4,1,18
15570,787,ES,Spain,ES_787,36.0,2.0,5.0,3.0,9.0,1.0,4.0,2.0,1.1902,2.2813303,1.5009209,3.4240963,0.2,0.875,0.0,0.3,0.3333333333333333,0.5,0.375,0.75,0.0,0.25,0.5,0.25,0.75,0.5,0.5,0.0,0.3,0.43999999999999995,0.48,0,19
15571,788,ES,Spain,ES_788,35.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,1.288,1.0514325,1.5009209,1.578117,0.4,0.75,0.25,0.5,0.6666666666666666,0.25,0.25,0.25,0.0,0.21666666666666667,0.75,0.0,0.5,0.3,0.5,0.25,0.2,0.8,0.44000000000000006,0,19
15572,789,ES,Spain,ES_789,32.0,2.0,5.0,3.0,8.0,2.0,2.0,2.0,0.7545,1.0641302,1.5009209,1.5971752,0.2,0.875,0.0,0.0,0.0,0.125,0.5,0.875,0.5,0.049999999999999996,0.5,0.0,0.25,0.5,0.0,0.5,0.2,0.4800000000000001,0.12,0,19
15573,790,ES,Spain,ES_790,49.0,1.0,2.0,1.0,7.0,2.0,4.0,2.0,0.8058,0.6871398,1.5009209,1.0313425,0.3,0.5,0.0,0.2,0.3333333333333333,0.25,0.25,0.625,0.0,0.11666666666666665,1.0,0.0,0.75,0.3,0.0,0.25,0.3,0.8400000000000001,0.39999999999999997,0,19
15574,791,ES,Spain,ES_791,38.0,2.0,4.0,2.0,8.0,1.0,3.0,2.0,1.288,1.0514325,1.5009209,1.578117,0.8,0.5,0.25,0.2,0.4444444444444444,0.25,0.75,0.375,0.5,0.19999999999999998,1.0,0.25,0.25,0.3,0.0,0.0,0.2,0.9199999999999999,0.4,0,19
15575,792,ES,Spain,ES_792,36.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.5467,1.3189366,1.5009209,1.9796195,0.2,0.625,0.25,0.5,0.3333333333333333,0.5,0.625,0.625,0.5,0.0,0.75,0.25,0.5,0.5,0.0,0.0,1.0,0.8400000000000001,0.44000000000000006,0,19
15576,794,ES,Spain,ES_794,56.0,1.0,3.0,2.0,,2.0,2.0,2.0,0.8058,0.6769151,1.5009209,1.015996,,0.625,0.0,0.5,0.6666666666666666,0.125,0.5,0.5,0.5,0.11666666666666668,1.0,0.0,0.25,1.0,0.0,0.0,0.5,0.6,0.2,1,18
15577,796,ES,Spain,ES_796,26.0,1.0,5.0,3.0,,2.0,5.0,2.0,0.73,1.7351296,1.5009209,2.6042922,0.3,0.75,0.0,0.7,0.6666666666666666,0.625,0.625,0.375,0.5,0.0,1.0,0.0,0.75,0.7,0.0,0.0,0.7,0.6799999999999999,0.2,0,19
15579,798,ES,Spain,ES_798,43.0,2.0,2.0,1.0,9.0,1.0,2.0,2.0,0.4298,0.4025266,1.5009209,0.60416055,0.3,0.5,0.0,0.7,0.6666666666666666,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.25,0.2,0.0,0.5,0.0,0.8400000000000001,0.32,0,19
15580,801,ES,Spain,ES_801,29.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.5467,1.1176809,1.5009209,1.6775507,0.6,0.75,0.5,0.5,0.3333333333333333,0.5,0.625,0.75,0.5,0.2833333333333333,1.0,0.25,0.75,0.5,1.0,0.25,0.1,0.8400000000000001,0.52,0,19
15581,803,ES,Spain,ES_803,40.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,0.8653,1.3992615,1.5009209,2.1001809,0.3,0.75,0.0,0.3,0.3333333333333333,0.5,0.5,0.5,0.0,0.0,0.75,0.25,0.5,0.3,0.5,0.5,0.2,0.72,0.4,0,19
15582,807,ES,Spain,ES_807,40.0,1.0,5.0,3.0,,1.0,2.0,2.0,1.6064,1.7743472,1.5009209,2.6631548,0.6,0.75,0.0,0.5,0.6666666666666666,0.25,0.5,0.5,0.5,0.06666666666666667,1.0,0.0,0.75,0.2,0.0,0.0,0.1,0.96,0.2,0,19
15584,809,ES,Spain,ES_809,46.0,2.0,5.0,3.0,7.0,2.0,5.0,2.0,1.4448,1.6084067,1.5009209,2.414091,0.5,0.875,0.0,,0.6666666666666666,0.25,,0.25,0.5,0.06666666666666667,1.0,0.0,1.0,0.3,0.0,0.0,0.1,0.72,0.4,2,17
15585,810,ES,Spain,ES_810,70.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0,0.1627,0.1657792,1.5009209,0.24882147,0.7,0.5,0.5,0.8,,0.125,0.625,0.625,0.75,0.26666666666666666,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.96,0.56,1,18
15586,811,ES,Spain,ES_811,45.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.3708,1.1425488,1.5009209,1.7148753,0.3,0.5,0.25,0.6,0.6666666666666666,0.25,0.75,0.375,0.5,0.20000000000000004,0.75,0.25,0.25,0.7,0.5,0.5,0.8,0.8400000000000001,0.12000000000000002,0,19
15587,815,ES,Spain,ES_815,22.0,2.0,3.0,2.0,10.0,1.0,3.0,2.0,0.1627,0.12203274,1.5009209,0.18316148,0.4,0.5,0.0,0.2,0.4444444444444444,0.375,0.75,0.75,0.5,0.15000000000000002,1.0,0.0,0.25,0.1,0.0,0.0,0.5,0.52,0.24000000000000005,0,19
15588,820,ES,Spain,ES_820,24.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.4257,0.8823642,1.5009209,1.3243589,0.3,0.375,0.0,0.9,0.6666666666666666,0.125,0.375,0.25,0.75,0.3666666666666667,0.75,0.0,0.75,,0.0,0.5,0.1,0.76,0.32,1,18
15589,821,ES,Spain,ES_821,43.0,2.0,1.0,1.0,,2.0,2.0,2.0,0.8058,0.6221855,1.5009209,0.93385124,0.9,0.5,0.25,1.0,1.0,0.0,0.5,0.25,1.0,0.09999999999999999,1.0,0.0,0.5,0.2,0.5,0.0,0.5,0.9199999999999999,0.4,0,19
15590,824,ES,Spain,ES_824,62.0,1.0,5.0,3.0,7.0,1.0,5.0,2.0,0.298,0.49659425,1.5009209,0.7453487,,0.125,0.25,0.4,0.3333333333333333,0.0,0.5,0.5,0.75,0.39999999999999997,1.0,0.25,0.5,0.7,0.5,0.5,0.2,0.8,0.4000000000000001,1,18
15591,826,ES,Spain,ES_826,52.0,2.0,2.0,1.0,,1.0,2.0,2.0,0.6736,0.6896817,1.5009209,1.0351577,0.3,0.875,0.25,0.8,1.0,0.375,0.875,0.75,0.5,0.26666666666666666,0.75,0.25,0.75,0.3,0.5,0.0,0.4,0.7200000000000001,0.27999999999999997,0,19
15592,827,ES,Spain,ES_827,30.0,1.0,5.0,3.0,10.0,1.0,5.0,2.0,1.0909,2.9938004,1.5009209,4.493458,0.3,0.5,0.0,0.2,0.5555555555555555,0.25,0.5,0.125,0.5,0.3666666666666667,1.0,0.0,0.75,0.3,0.5,0.0,1.0,0.8,0.44000000000000006,0,19
15593,828,ES,Spain,ES_828,21.0,1.0,2.0,1.0,9.0,2.0,3.0,2.0,1.0909,1.520159,1.5009209,2.2816384,0.4,0.25,0.0,0.5,0.7777777777777778,0.25,0.5,0.25,0.5,0.3833333333333333,1.0,0.0,0.5,0.3,0.5,0.0,0.6,0.52,0.48,0,19
15594,830,ES,Spain,ES_830,68.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.4298,0.41087994,1.5009209,0.61669827,0.5,0.5,0.25,0.5,0.7777777777777777,0.25,0.625,0.25,0.75,0.16666666666666666,1.0,0.25,0.25,0.6,0.5,0.5,0.5,0.7600000000000001,0.6399999999999999,0,19
15595,831,ES,Spain,ES_831,20.0,1.0,2.0,1.0,,2.0,2.0,2.0,1.5467,1.4077559,1.5009209,2.11293,0.2,0.5,0.25,0.5,1.0,0.75,,0.75,1.0,0.18333333333333338,0.75,0.0,0.5,0.5,0.0,0.0,1.0,0.68,0.27999999999999997,1,18
15596,832,ES,Spain,ES_832,89.0,1.0,1.0,1.0,,1.0,2.0,2.0,0.3666,0.28402156,1.5009209,0.42629388,,0.25,0.5,0.5,0.6666666666666666,0.25,0.5,0.25,0.5,0.08333333333333333,0.75,0.25,,0.5,0.0,0.0,0.2,0.8,0.52,2,17
15597,834,ES,Spain,ES_834,33.0,2.0,5.0,3.0,10.0,1.0,2.0,2.0,1.4448,1.5379978,1.5009209,2.308413,0.4,0.625,0.25,0.4,0.6666666666666666,0.375,0.75,0.75,0.5,0.11666666666666665,0.75,0.25,0.75,0.5,0.5,0.0,0.1,0.76,0.16,0,19
15598,836,ES,Spain,ES_836,49.0,1.0,3.0,2.0,7.0,1.0,5.0,2.0,0.73,0.624103,1.5009209,0.93672925,0.3,0.625,0.5,0.5,0.6666666666666666,0.125,0.5,0.5,0.5,0.20000000000000004,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5200000000000001,0.4,0,19
15599,837,ES,Spain,ES_837,55.0,2.0,1.0,1.0,10.0,1.0,2.0,2.0,1.3475,1.2971364,1.5009209,1.9468992,0.5,0.25,0.75,0.8,0.7777777777777777,0.125,,,1.0,0.09999999999999999,1.0,0.0,0.25,0.8,0.0,0.75,0.4,0.72,0.36,2,17
15600,838,ES,Spain,ES_838,77.0,1.0,1.0,1.0,,1.0,5.0,2.0,0.73,0.6183013,1.5009209,0.9280213,,0.5,0.75,0.4,0.6666666666666666,0.375,,0.625,0.75,0.0,0.75,0.0,0.0,0.7,0.0,0.0,1.0,0.8400000000000001,0.6399999999999999,2,17
15601,840,ES,Spain,ES_840,40.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.4298,0.4025266,1.5009209,0.60416055,0.5,0.75,0.25,0.8,0.6666666666666666,0.25,0.75,0.625,0.5,0.15,0.5,0.0,0.75,0.1,0.0,0.5,0.2,0.72,0.2,0,19
15602,842,ES,Spain,ES_842,88.0,2.0,1.0,1.0,,1.0,5.0,2.0,0.73,0.76293904,1.5009209,1.1451111,0.3,0.75,0.0,0.2,0.3333333333333333,0.375,0.375,0.25,0.5,0.16666666666666666,0.5,,,0.2,0.5,0.0,0.0,0.72,0.5600000000000002,2,17
15603,846,ES,Spain,ES_846,80.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.5171,1.232786,1.5009209,1.8503144,0.4,0.5,0.25,0.4,0.3333333333333333,0.25,0.75,0.25,0.5,0.09999999999999999,0.75,0.25,,0.6,0.5,0.0,0.7,0.8800000000000001,0.4800000000000001,1,18
15607,850,ES,Spain,ES_850,83.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0909,1.3163785,1.5009209,1.97578,,0.25,0.25,,0.6666666666666666,0.25,0.5,0.25,0.5,0.35000000000000003,1.0,0.25,0.5,0.4,0.5,0.0,0.5,0.64,0.8800000000000001,2,17
15608,852,ES,Spain,ES_852,39.0,2.0,5.0,3.0,6.0,1.0,2.0,2.0,1.4777,2.2485125,1.5009209,3.3748393,0.6,0.625,0.25,0.2,0.0,0.125,0.875,0.125,0.5,0.2166666666666667,1.0,0.0,0.0,0.1,0.5,0.25,0.1,0.8800000000000001,0.44000000000000006,0,19
15609,854,ES,Spain,ES_854,75.0,1.0,1.0,1.0,,1.0,3.0,2.0,2.8956,2.509834,1.5009209,3.7670624,,0.25,0.5,0.6,0.3333333333333333,0.25,0.375,0.25,0.5,0.13333333333333333,0.75,,0.5,0.4,0.5,0.5,0.1,0.8,0.31999999999999995,2,17
15612,858,ES,Spain,ES_858,80.0,2.0,1.0,1.0,,1.0,2.0,2.0,1.1822,1.204551,1.5009209,1.8079357,,0.875,0.0,0.4,0.3333333333333333,0.25,0.375,0.625,0.5,0.19999999999999998,0.75,,0.5,0.7,0.5,0.75,1.0,0.9199999999999999,0.31999999999999995,2,17
15613,859,ES,Spain,ES_859,65.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,0.73,0.76293904,1.5009209,1.1451111,,0.5,0.25,,0.3333333333333333,0.25,0.625,0.25,0.0,0.18333333333333332,0.75,0.0,0.25,0.5,0.5,0.0,0.2,0.9199999999999999,0.48,2,17
15614,861,ES,Spain,ES_861,44.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,1.6676,1.0751556,1.5009209,1.6137235,0.5,0.875,0.0,0.0,0.6666666666666666,0.625,0.625,0.625,0.75,0.3,1.0,0.0,0.0,0.4,,0.5,0.0,0.72,0.32,1,18
15616,864,ES,Spain,ES_864,59.0,1.0,5.0,3.0,,1.0,1.0,2.0,1.4448,1.9866623,1.5009209,2.981823,0.8,0.875,0.0,0.1,0.0,0.25,0.25,0.75,0.5,0.0,0.75,0.0,0.25,1.0,0.0,0.0,0.0,0.8,0.16,0,19
15618,869,ES,Spain,ES_869,30.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,0.7445,1.0500264,1.5009209,1.5760065,,0.5,0.75,0.4,0.5555555555555555,0.375,0.625,0.375,0.5,0.43333333333333335,1.0,0.25,0.25,0.5,0.5,0.5,0.0,0.7200000000000001,0.27999999999999997,1,18
15619,870,ES,Spain,ES_870,54.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,0.4298,0.44454917,1.5009209,0.66723317,0.5,0.25,0.25,0.2,0.8888888888888888,0.125,0.375,0.25,0.5,0.19999999999999998,1.0,0.0,0.25,0.7,0.0,0.25,0.3,0.8,0.28,0,19
15620,877,ES,Spain,ES_877,32.0,2.0,5.0,3.0,8.0,1.0,3.0,2.0,0.73,1.029576,1.5009209,1.545312,0.5,0.75,0.25,0.7,0.6666666666666666,0.375,0.75,0.375,0.0,0.10000000000000002,1.0,0.25,0.75,0.7,0.5,0.0,0.1,0.8,0.2,0,19
